target,model_name,trial_id,tuned_param,lookback,num_layers,hidden_dim,dropout,lr,batch_size,weight_decay,mlp_num_layers,mlp_hidden_dim,kan_hidden_dim,grid_size,spline_order,best_epoch,train_loss_at_best_epoch,val_loss_at_best_epoch,validation_mean_nRMSE,validation_mean_nMAE,validation_mean_NSE,validation_mean_KGE,val_nRMSE_h1,val_nRMSE_h2,val_nRMSE_h3
Algae_Sum,LSTM_MLP,trial_0001,baseline,30,1,256,0.0,0.002,64,0.0,1,64,,,,3,0.413384045438783,0.34726390952155706,0.3701667617954141,0.2875973754339742,0.1505652202385278,0.3720580749694408,0.3029898642432311,0.3752199885209241,0.4322904326220872
Algae_Sum,LSTM_MLP,trial_0002,num_layers,30,2,256,0.0,0.002,64,0.0,1,64,,,,3,0.41987795333755057,0.35859614610671997,0.3731938808516166,0.2980258338397786,0.13588822031615955,0.4406746292940394,0.3027073635763358,0.38139629568347,0.435477983295044
Algae_Sum,LSTM_MLP,trial_0003,num_layers,30,3,256,0.0,0.002,64,0.0,1,64,,,,4,0.3983218099625465,0.3467056055863698,0.36996593808168265,0.2957158366271893,0.1553778815054457,0.4122970434087976,0.31083424870928644,0.3749501872982096,0.42411337823755196
Algae_Sum,LSTM_MLP,trial_0004,hidden_dim,30,3,128,0.0,0.002,64,0.0,1,64,,,,8,0.28998459375440866,0.4675782947313218,0.4237414843739975,0.3441783373704914,-0.1084090695740696,0.20746134628510748,0.35913991811503665,0.4217201247249971,0.49036441028195876
Algae_Sum,LSTM_MLP,trial_0005,mlp_num_layers,30,3,256,0.0,0.002,64,0.0,2,64,,,,4,0.41133480449448817,0.3455954108919416,0.3670250907019997,0.2983378753488242,0.16970528808618038,0.39556072151632193,0.30974720445270654,0.3736913896479867,0.41763667800530585
Algae_Sum,LSTM_MLP,trial_0006,mlp_hidden_dim,30,3,256,0.0,0.002,64,0.0,2,32,,,,4,0.4079309682326333,0.32438176728430246,0.3651814294639468,0.2734476944335294,0.1800836826531428,0.4825449774042962,0.31523360195535133,0.3674022758539636,0.4129084105825255
Algae_Sum,LSTM_MLP,trial_0007,mlp_hidden_dim,30,3,256,0.0,0.002,64,0.0,2,128,,,,4,0.4124265677169945,0.3704174529938471,0.3813111087498903,0.30564178970188005,0.09972299042228427,0.40700180546087683,0.3140065518409671,0.3868217135592561,0.4431050608494479
Algae_Sum,LSTM_MLP,trial_0008,lr,30,3,256,0.0,0.001,64,0.0,2,32,,,,5,0.37972192430166224,0.39074560857954477,0.3958505723688534,0.3121609435955701,0.02510000311049317,0.456588188487594,0.32159831574113,0.3940688993914249,0.47188450197400517
Algae_Sum,LSTM_MLP,trial_0009,lr,30,3,256,0.0,0.003,64,0.0,2,32,,,,4,0.41576283334860753,0.31750744581222534,0.36907301187736175,0.2762511056532541,0.16264611771370552,0.4357347374639124,0.3170560462081742,0.375338716291128,0.414824273132783
Algae_Sum,LSTM_MLP,trial_0010,dropout,30,3,256,0.1,0.002,64,0.0,2,32,,,,4,0.46406328131583324,0.35838561398642405,0.38569938110555896,0.29582544350870116,0.0912673705547165,0.32526702085883247,0.351061248819997,0.38617843584166395,0.4198584586550161
Algae_Sum,LSTM_MLP,trial_0011,dropout,30,3,256,0.2,0.002,64,0.0,2,32,,,,7,0.4250740807464791,0.3465690669559297,0.37534001718182514,0.2869980471574567,0.13246011100039537,0.45939793967810116,0.3165479654431481,0.38737345393577705,0.4220986321665502
Algae_Sum,LSTM_MLP,trial_0012,batch_size,30,3,256,0.0,0.002,32,0.0,2,32,,,,3,0.402974478410602,0.412128936676752,0.3949016216430508,0.326420382174573,0.03991127439992056,0.443688974848875,0.3338249434036183,0.40686576287419723,0.444014158651337
Algae_Sum,LSTM_MLP,trial_0013,weight_decay,30,3,256,0.0,0.002,64,0.0001,2,32,,,,7,0.3405379936047491,0.4160072548048837,0.40225706526725125,0.32148005825038745,0.0051956936700756256,0.4135956594851915,0.3454736448166238,0.4087297508043413,0.45256780018078874
