target,model_name,trial_id,tuned_param,lookback,num_layers,hidden_dim,dropout,lr,batch_size,weight_decay,mlp_num_layers,mlp_hidden_dim,kan_hidden_dim,grid_size,spline_order,best_epoch,train_loss_at_best_epoch,val_loss_at_best_epoch,validation_mean_nRMSE,validation_mean_nMAE,validation_mean_NSE,validation_mean_KGE,val_nRMSE_h1,val_nRMSE_h2,val_nRMSE_h3
Green_Algae,LSTM_MLP,trial_0001,baseline,30,1,256,0.0,0.002,64,0.0,1,64,,,,15,0.17624888184986312,0.33889318789754597,0.7909300724795952,0.5608322237750333,0.40810658113143977,0.5967724055704461,0.6065141010193859,0.8144859688861015,0.9517901475332985
Green_Algae,LSTM_MLP,trial_0002,num_layers,30,2,256,0.0,0.002,64,0.0,1,64,,,,15,0.1659156414051782,0.3662283044485819,0.8363182204501838,0.5956341113954691,0.34593383824676344,0.5071321510637082,0.6910298897733325,0.8466732133141321,0.9712515582630865
Green_Algae,LSTM_MLP,trial_0003,num_layers,30,3,256,0.0,0.002,64,0.0,1,64,,,,8,0.2106444018934837,0.42496228785741896,0.920193080320256,0.6365115834070854,0.21516950682262106,0.4035673247400631,0.8143356491416417,0.9301771738482206,1.0160664179709058
Green_Algae,LSTM_MLP,trial_0004,hidden_dim,30,1,128,0.0,0.002,64,0.0,1,64,,,,3,0.3048742546290675,0.34893487039066495,0.8319904558219648,0.5837893717194967,0.3527547388521819,0.4719626911404797,0.6912974344796845,0.8346860439889826,0.9699878889972274
Green_Algae,LSTM_MLP,trial_0005,mlp_num_layers,30,1,256,0.0,0.002,64,0.0,2,64,,,,2,0.5208557318238651,0.380258036511285,0.8790408512804263,0.6533877997304879,0.2852516199794608,0.24693610239970445,0.8034275282445007,0.8713933305285514,0.9623016950682266
Green_Algae,LSTM_MLP,trial_0006,mlp_hidden_dim,30,1,256,0.0,0.002,64,0.0,1,32,,,,7,0.2171464282439242,0.390248152471724,0.9037558755014232,0.6319360794148864,0.234699939791205,0.3756665767726883,0.7401034852847123,0.9096036011357352,1.0615605400838222
Green_Algae,LSTM_MLP,trial_0007,mlp_hidden_dim,30,1,256,0.0,0.002,64,0.0,1,128,,,,7,0.21624739563485743,0.3362458376657395,0.7969189314124899,0.5738240384514893,0.39919510708344713,0.5195231621983085,0.6181793602836033,0.8045103837536098,0.9680670502002565
Green_Algae,LSTM_MLP,trial_0008,lr,30,1,256,0.0,0.001,64,0.0,1,64,,,,15,0.21189927817628457,0.3434608961854662,0.8211811755651897,0.5803440406325627,0.3679470584135169,0.47355992914245215,0.6675074810381132,0.8349425084605939,0.9610935371968617
Green_Algae,LSTM_MLP,trial_0009,lr,30,1,256,0.0,0.003,64,0.0,1,64,,,,3,0.2968884458552698,0.306071047272001,0.796801276320009,0.556108988321416,0.40876098106527126,0.46487509743059197,0.6859718062188758,0.788672759795483,0.9157592629456682
Green_Algae,LSTM_MLP,trial_0010,dropout,30,1,256,0.1,0.002,64,0.0,1,64,,,,15,0.17528375457314885,0.35011487773486544,0.8419808653977411,0.5862074832355995,0.3324380506515402,0.4495728252251204,0.6676099176981771,0.8535678537812678,1.0047648247137781
Green_Algae,LSTM_MLP,trial_0011,dropout,30,1,256,0.2,0.002,64,0.0,1,64,,,,16,0.15767907039310694,0.3773169191110702,0.8595630913688851,0.6158660198833622,0.3013952409457188,0.4878507993327659,0.6703549093963614,0.8638176244028148,1.0445167403074793
Green_Algae,LSTM_MLP,trial_0012,batch_size,30,1,256,0.0,0.002,32,0.0,1,64,,,,2,0.3462747977885408,0.3610475318772452,0.8701872602565154,0.590387334184668,0.2966894130287218,0.3587947407365902,0.7625855230111086,0.8649013033308587,0.9830749544275789
Green_Algae,LSTM_MLP,trial_0013,weight_decay,30,1,256,0.0,0.002,64,0.0001,1,64,,,,18,0.12819668026737688,0.3662288018635341,0.8140716114852814,0.5886636831019401,0.3725355122132273,0.5628113622964135,0.6360313914222898,0.8070423016319321,0.9991411414016221
Green_Algae,LSTM_MLP,trial_0001,grid,30,1,128,0.0,0.001,64,0.0,1,64,,,,8,0.2378621748213537,0.3715179832208724,0.8831058927364515,0.6042003429510805,0.26449168781478155,0.37449833579210684,0.6963059582653701,0.8909286191073702,1.0620831008366138
Green_Algae,LSTM_MLP,trial_0002,grid,30,1,128,0.0,0.002,64,0.0,1,64,,,,7,0.21100980048567367,0.31851227226711454,0.8073262909279006,0.5543948656803551,0.38096963303954245,0.47028028492683555,0.6143242051918135,0.8148898343853004,0.9927648332065879
Green_Algae,LSTM_MLP,trial_0003,grid,30,1,256,0.0,0.001,64,0.0,1,64,,,,6,0.25817045450829307,0.314872213772365,0.8055430032882439,0.5765796410227585,0.3850994613949316,0.47067245045809303,0.6157705192191566,0.8223989000244917,0.9784595906210835
Green_Algae,LSTM_MLP,trial_0004,grid,30,1,256,0.0,0.002,64,0.0,1,64,,,,6,0.23996941647315106,0.2742446916443961,0.7601811569546624,0.5146537873071807,0.4536870976520068,0.5486768579618228,0.5898884131227603,0.7716339737578595,0.9190210839833673
Green_Algae,LSTM_MLP,trial_0005,grid,30,2,128,0.0,0.001,64,0.0,1,64,,,,17,0.16489564912284121,0.41389376918474835,0.9376049702924211,0.655357892022733,0.1682020852858791,0.28631281092785726,0.7316029385597985,0.9361107049413792,1.1451012673760856
Green_Algae,LSTM_MLP,trial_0006,grid,30,2,128,0.0,0.002,64,0.0,1,64,,,,3,0.31414650341940586,0.3348356854347956,0.8091975051234782,0.5883055325067869,0.3886817378206698,0.46977996729386806,0.6761906979234217,0.8184831691203859,0.9329186483266271
